serial_nr,stationid,lon,lat,site,stationname
22,1632000,-78.85280300000002,38.63706254,USGS,"N F SHENANDOAH RIVER AT COOTES STORE, VA"
23,2432500,-88.2716667,34.23916667,USGS,"BULL MOUNTAIN CREEK AT TREMONT, MS"
24,8075763,-95.3132696,29.80883745,USGS,"Hunting Bayou at Hoffman St, Houston, TX"
25,2336410,-84.4392778,33.838222200000004,USGS,"NANCY CREEK AT WEST WESLEY ROAD, AT ATLANTA, GA"
26,1473169,-75.46074808,40.07927367,USGS,Valley Creek at PA Turnpike Br near Valley Forge
27,8117500,-95.8938421,29.31357967,USGS,"San Bernard Rv nr Boling, TX"
28,1187300,-72.93932778,42.0375,USGS,"HUBBARD RIVER NEAR WEST HARTLAND, CT"
29,8077670,-95.0900528,29.38055833,USGS,"Highland Bayou at FM 646 nr Santa Fe, TX"
30,2173495,-80.8756479,33.49209806,USGS,"SUNNYSIDE CANAL AT ORANGEBURG, SC"
31,146587310,-74.84175,39.8677222,USGS,Haynes C at Tuckerton Rd at Lake Pine NJ
32,7381450,-91.3313889,30.1557222,USGS,"Lower Grand River at Bayou Sorrel, LA"
33,1589000,-76.7924167,39.31030556,USGS,"PATAPSCO RIVER AT HOLLOFIELD, MD"
34,2071000,-79.82611109999998,36.4125,USGS,"DAN RIVER NEAR WENTWORTH, NC"
35,1461500,-74.9794444,40.40277778,USGS,Delaware River at Stockton NJ
36,3031624,-78.7638861,41.1254972,USGS,"Sandy Lick Creek at Dubois, PA"
37,2017500,-80.10671500000002,37.50623970000001,USGS,"JOHNS CREEK AT NEW CASTLE, VA"
38,1135150,-72.1245431,44.47616707,USGS,"POPE BROOK (SITE W-3) NEAR NORTH DANVILLE, VT"
39,2196835,-82.1161111,33.4386111,USGS,"BUTLER CREEK BELOW 7TH AVENUE, AT FT. GORDON, GA"
40,8117858,-95.7112278,28.95151389,USGS,"Linnville Bayou at FM 521 nr Cedar Lane, TX"
41,8194000,-99.2400322,28.42637889,USGS,"Nueces Rv at Cotulla, TX"
42,2293262,-81.9209444,26.74202778,USGS,GATOR SLOUGH WEST OF US-41 NEAR FT. MYERS FL
43,73802516,-89.9468056,29.27283333,USGS,"Barataria Pass at Grand Isle, LA"
44,8084000,-99.66953259999998,32.6901186,USGS,"Clear Fk Brazos Rv at Nugent, TX"
45,1487000,-75.56186109999999,38.7283333,USGS,"NANTICOKE RIVER NEAR BRIDGEVILLE, DE"
46,8189718,-97.525175,28.04569167,USGS,"Chiltipin Ck at US 77 nr Sinton, TX"
47,2310673,-82.62472220000002,28.70263889,USGS,CHASSAHOWITZKA R AT DOG ISL NR CHASSAHOWITZKA FL
48,2303348,-82.3622222,28.17133333,USGS,TROUT CREEK AT WESLEY CHAPEL FL
49,1483200,-75.66938889,39.36627778,USGS,"BLACKBIRD CREEK AT BLACKBIRD, DE"
50,7354100,-93.1387764,31.48461776,USGS,"Kisatchie Bayou at Lotus, LA"
51,7312100,-99.1428495,33.7600934,USGS,"Wichita Rv nr Mabelle, TX"
52,8024480,-93.8946944,31.39508333,USGS,"Palo Gaucho Bayou at FM 2784 nr Milam, TX"
53,214291555,-80.97277779999997,35.30055556,USGS,"LONG CREEK NR RHYNE, NC"
54,3550000,-83.9805556,35.13888889,USGS,"VALLEY RIVER AT TOMOTLA, NC"
55,8108705,-96.7515333,31.1778972,USGS,"Little Brazos Rv at SH 6 nr Reagan, TX"
56,3460000,-83.0727778,35.6672222,USGS,"CATALOOCHEE CREEK NEAR CATALOOCHEE, NC"
57,8042600,-98.3693611,33.41319444,USGS,"W Fk Trinity Rv at US Hwy 281 nr Windthorst, TX"
58,8185025,-98.2628861,29.54166667,USGS,"Randolph AFB West Drain nr Shertz, TX"
59,2303330,-82.31138889,28.098611100000007,USGS,HILLSBOROUGH R AT MORRIS BR NEAR THONOTOSASSA FL
60,2138520,-81.8346667,35.7403611,USGS,"CATAWBA R AT SR1223 BL LK JAMES NR BRIDGEWATER, NC"
61,2365200,-85.84299,30.94990438,USGS,"CHOCTAWHATCHEE RIVER NR PITTMAN, FLA."
62,3443000,-82.62388889,35.29916667,USGS,"FRENCH BROAD RIVER AT BLANTYRE, NC"
63,1075000,-71.6795244,43.9761792,USGS,"PEMIGEWASSET RIVER AT WOODSTOCK, NH"
64,2130840,-80.2116667,34.6633333,USGS,"BLACK CREEK BELOW CHESTERFIELD, SC"
65,8474108,-97.4528889,25.89402778,USGS,"N Main Drain at Manzano St, Brownsville, TX"
66,1195100,-72.5310333,41.3061722,USGS,"INDIAN RIVER NEAR CLINTON, CT"
67,2266292,-81.60868520000002,28.42639484,USGS,"LATERAL 405 BL S405A NR DR PHILLIPS, FL"
68,1403540,-74.45138889,40.63638889,USGS,Stony Brook at Watchung NJ
69,3450000,-82.4052778,35.65305556,USGS,"BEETREE CREEK NEAR SWANNANOA, NC"
70,2336728,-84.5681667,33.74352778,USGS,"UTOY CREEK AT GREAT SOUTHWEST PKWY NR ATLANTA, GA"
71,7228000,-100.3706884,35.935042,USGS,"Canadian Rv nr Canadian, TX"
72,7369345,-91.8187222,31.76725,USGS,"Ouachita River at Hwy 8 at Harrisonburg, LA"
73,2087275,-78.6741667,35.83805556,USGS,"CRABTREE CREEK AT HWY 70 AT RALEIGH, NC"
74,2299472,-82.2203333,27.06933333,USGS,BIG SLOUGH AT WEST PRICE BLVD NEAR NORTH PORT FL
75,1521500,-77.71138889,42.3958333,USGS,CANISTEO RIVER AT ARKPORT NY
76,50021700,-66.7219104,18.24220775,USGS,"RIO GRANDE DE ARECIBO ABV UTUADO, PR"
77,2206500,-84.0783333,33.85305556,USGS,"YELLOW RIVER NEAR SNELLVILLE, GA"
78,7311700,-99.7864822,33.82064216,USGS,"N Wichita Rv nr Truscott, TX"
79,2295580,-81.7968333,27.57905556,USGS,LITTLE CHARLIE CREEK NEAR MOUTH NEAR WAUCHULA FL
80,1514000,-76.2705556,42.12916667,USGS,OWEGO CREEK NEAR OWEGO NY
81,8077888,-95.2662889,29.436511100000004,USGS,"Mustang Bayou at SH 6 nr Alvin, TX"
82,2450250,-87.3989084,34.28537757,USGS,SIPSEY FORK NEAR GRAYSON AL
83,1144000,-72.418149,43.71423614,USGS,"WHITE RIVER AT WEST HARTFORD, VT"
84,1046500,-69.8855556,45.0519444,USGS,"Kennebec River at Bingham, Maine"
85,2140991,-81.71194440000002,35.83361110000001,USGS,"JOHNS RIVER AT ARNEYS STORE, NC"
86,2310690,-82.6026,28.80137159,USGS,HALLS RIVER NEAR HOMOSASSA FL
87,7029270,-88.7875557,34.94175668,USGS,"HATCHIE RIVER NR WALNUT, MS"
88,1374821,-73.65563889,41.3271111,USGS,TITICUS RIVER AT PURDYS STATION NY
89,1104480,-71.2650565,42.3556519,USGS,"STONY BROOK RESERVOIR AT DAM NEAR WALTHAM, MA"
90,1104410,-71.2642235,42.43648406,USGS,"CAMBRIDGE RES., UNNAMED TRIB 1, NR LEXINGTON, MA"
91,1596500,-79.10194440000002,39.57005556,USGS,"SAVAGE RIVER NEAR BARTON, MD"
92,8458993,-99.4711583,27.56122778,USGS,"Zacate Ck at Jacaman Rd, Laredo, TX"
93,2350600,-84.5483333,32.0525,USGS,"KINCHAFOONEE CREEK AT PRESTON, GA"
94,1419500,-74.81277778,41.9033333,USGS,WILLOWEMOC CREEK NR LIVINGSTON MANOR NY
95,3075825,-79.2516667,39.5070833,USGS,"NORTH GLADE RUN NEAR SWANTON, MD"
96,2160390,-82.0398229,34.68345815,USGS,"ENOREE RIVER NEAR WOODRUFF, SC"
97,2406500,-86.23414140000001,33.35955497,USGS,TALLADEGA CREEK AT ALPINE AL
98,1427207,-75.21375,41.86727778,USGS,DELAWARE RIVER AT LORDVILLE NY
99,8062700,-96.1024708,32.14765255,USGS,"Trinity Rv at Trinidad, TX"
100,50028400,-66.7143277,18.4121002,USGS,"RIO TANAMA AT CHARCO HONDO, PR"
101,4253295,-74.7132222,43.74369444,USGS,"BUCK CREEK, NORTH TRIBUTARY, NEAR INLET NY"
102,2152100,-81.68222220000001,35.49305556,USGS,"FIRST BROAD RIVER NEAR CASAR, NC"
103,2252500,-80.42005169,27.69308613,USGS,"NORTH CANAL NEAR VERO BEACH, FL"
104,2321500,-82.4262246,29.921907300000004,USGS,"SANTA FE RIVER AT WORTHINGTON SPRINGS, FLA."
105,2343940,-85.04361109999998,31.18083333,USGS,"SAWHATCHEE CREEK AT CEDAR SPRINGS, GA"
106,1400000,-74.6791667,40.57055556,USGS,North Branch Raritan River near Raritan NJ
107,3104490,-80.36327779999998,41.01813889,USGS,"Shenango River near West New Castle, PA"
108,1115297,-71.6356207,41.7648219,USGS,WILBUR HOLLOW BK AT OLD PLAINFIELD PK NR CLAYVILLE
109,2142900,-80.9097222,35.3286111,USGS,"LONG CREEK NEAR PAW CREEK, NC"
110,8171350,-97.9107528,29.8795111,USGS,"Blanco Rv at San Marcos, TX"
111,50026025,-66.6367066,18.2294279,USGS,"RIO CAONILLAS AT PASO PALMA, PR"
112,2072500,-80.00087509,36.77013709,USGS,"SMITH RIVER AT BASSETT, VA"
113,2051500,-77.8316582,36.71681395,USGS,"MEHERRIN RIVER NEAR LAWRENCEVILLE, VA"
114,1433005,-74.78327778,41.56727778,USGS,MONGAUP R BELOW SWINGING BRIDGE RESERVOIR NY
115,1643395,-77.30366670000002,39.27530556,USGS,"SOPER BRANCH AT HYATTSTOWN, MD"
116,8010000,-92.4906944,30.48288889,USGS,"Bayou Des Cannes near Eunice, LA"
117,2419000,-85.69495359,32.4768045,USGS,UPHAPEE CREEK NEAR TUSKEGEE AL
118,1644371,-77.2556944,39.2314722,USGS,"LITTLE SENECA CREEK TRIBUTARY NEAR CLARKSBURG, MD"
119,7346000,-94.4988102,32.74958345,USGS,"Big Cypress Bayou nr Jefferson, TX"
120,1377500,-74.02111109999998,40.99277778,USGS,Pascack Brook at Westwood NJ
121,1551500,-76.996634,41.23618985,USGS,"WB Susquehanna River at Williamsport, PA"
122,2186645,-82.9915382,34.64926575,USGS,"CONEROSS CK NR SENECA, SC"
123,1585200,-76.5843333,39.37363889,USGS,"WEST BRANCH HERRING RUN AT IDLEWYLDE, MD"
124,8078400,-95.3317917,29.28088333,USGS,"Austin Bayou at SH 35 nr Liverpool, TX"
125,1467081,-75.00111109999997,39.94166667,USGS,South Branch Pennsauken Creek at Cherry Hill NJ
126,8086290,-99.0045146,32.64845613,USGS,"Big Sandy Ck abv Breckenridge, TX"
127,1379000,-74.52888889,40.68,USGS,Passaic River near Millington NJ
128,208734795,-78.64061109999999,35.75688889,USGS,"WALNUT CREEK AT SOUTH WILMINGTON ST AT RALEIGH, NC"
129,1467086,-75.1121191,40.04261157,USGS,"Tacony Creek ab Adams Avenue, Philadelphia, PA"
130,2257750,-81.1327222,27.09083333,USGS,"HARNEY POND CANAL 2.4 MILES BL S70 NR LAKEPORT, FL"
131,22908205,-80.9132167,25.3386722,USGS,"NORTH RIVER UPSTREAM OF CUTOFF NEAR FLAMINGO, FL"
132,2310308,-82.72260059999998,28.2502877,USGS,PITHLACHASCOTEE R AT MAIN ST AT NEW PORT RICHEY FL
133,8176500,-97.0130429,28.7930456,USGS,"Guadalupe Rv at Victoria, TX"
134,1388100,-74.2794444,40.98555556,USGS,Ramapo River at Dawes Highway at Pompton NJ
135,8200720,-99.1166667,29.376111100000006,USGS,"Hondo Ck at SH 173 nr Hondo, TX"
136,1115276,-71.6672885,41.785377200000006,USGS,"WESTCONNAUG STREAM AT PLAINFIELD PIKE, RI"
137,1613525,-78.04252779999999,39.67627778,USGS,"LICKING CREEK AT PECTONVILLE, MD"
138,1118300,-71.8342361,41.4748222,USGS,"PENDLETON HILL BROOK NEAR CLARKS FALLS, CT"
139,10965852,-71.35367448,42.78286636,USGS,"BEAVER BROOK AT NORTH PELHAM, NH"
140,1443900,-75.0391667,40.98055556,USGS,Yards Creek near Blairstown NJ
141,1105880,-70.1069625,41.70011074,USGS,"HERRING RIVER AT NORTH HARWICH, MA"
142,1500000,-75.2343056,42.33313889,USGS,OULEOUT CREEK AT EAST SIDNEY NY
143,1388000,-74.28,40.99194444,USGS,Ramapo River at Pompton Lakes NJ
144,1398000,-74.82777778,40.4733333,USGS,Neshanic River at Reaville NJ
145,2207300,-83.9966667,33.6925,USGS,"YELLOW RIVER AT MILSTEAD, GA"
146,1388700,-74.3025,40.9247222,USGS,Beaver Dam Brook at Lincoln Park NJ
147,7287700,-90.5302222,34.48425,USGS,"PHILLIPS BAYOU AT POWELL, MS"
148,8065310,-95.7643722,31.405486100000005,USGS,"Upper Keechi Ck at FM 542 nr Oakwood, TX"
149,1429500,-75.26710469,41.6072181,USGS,"Dyberry Creek near Honesdale, PA"
150,2055379,-79.93244440000002,37.31405556,USGS,"TINKER CREEK UPPER AT COLUMBIA ST AT ROANOKE, VA"
151,1110000,-71.71090229999999,42.230372,USGS,"QUINSIGAMOND RIVER AT NORTH GRAFTON, MA"
152,4237020,-76.4981667,43.10013889,USGS,SENECA R (BARGE CANAL) AT CROSS LAKE NR JORDAN NY
153,1112500,-71.5025613,42.0064871,USGS,"BLACKSTONE RIVER AT WOONSOCKET, RI"
154,7378008,-91.1281616,30.48213429,USGS,"Hurricane Creek at Baton Rouge, LA"
155,8016450,-93.3530833,30.44158333,USGS,"Beckwith Ck east of Dequincy, LA"
156,2403310,-85.7852411,33.60204998,USGS,"CHOCCOLOCCO CREEK NEAR BOILING SPRING, ALABAMA"
157,8143600,-98.740603,31.517386100000003,USGS,"Pecan Bayou nr Mullin, TX"
158,2223248,-82.95691670000002,32.7877222,USGS,"OCONEE RIVER NEAR OCONEE, GA"
159,2266550,-81.4409055,28.15001585,USGS,"REEDY CREEK AT STATE HWY 531 NEAR POINSIANNA, FL"
160,1105600,-70.9447679,42.1903779,USGS,"OLD SWAMP RIVER NEAR SOUTH WEYMOUTH, MA"
161,1509520,-75.9991667,42.34944444,USGS,TIOUGHNIOGA RIVER AT LISLE NY
162,2301990,-82.1841667,28.18555556,USGS,HILLSBOROUGH R AB CRYSTAL SPR NEAR ZEPHYRHILLS FL
163,1091500,-71.5506252,43.01675,USGS,"PISCATAQUOG RIVER NEAR GOFFSTOWN, NH"
164,2484000,-89.57777779999998,33.0322222,USGS,"YOCKANOOKANY RIVER NR KOSCIUSKO, MS"
165,7386956,-92.0798056,30.10366667,USGS,"Vermilion River at Hwy 92 at Milton, LA"
166,8026290,-93.5721778,30.96949167,USGS,"Sabine Rv at CR 2082 nr Burkeville, TX"
167,1362230,-74.3635556,42.1145,USGS,DIVERSION FROM SCHOHARIE RESERVOIR NY
168,4239000,-76.1508333,42.9833333,USGS,"ONONDAGA CREEK AT DORWIN AVENUE, SYRACUSE NY"
169,3173000,-80.7095125,37.26817845,USGS,"WALKER CREEK AT BANE, VA"
170,1644380,-77.2885833,39.2066111,USGS,"CABIN BRANCH NEAR BOYDS, MD"
171,8072600,-95.6431667,29.76938056,USGS,"Buffalo Bayou at State Hwy 6 nr Addicks, TX"
172,8117375,-96.205325,29.761675,USGS,"Little Bernard Ck at I-10 nr Sealy, TX"
173,1507000,-75.77138889,42.32444444,USGS,CHENANGO RIVER AT GREENE NY
174,1447680,-75.52138889,41.06527778,USGS,"Tunkhannock Creek near Long Pond, PA"
175,2168501,-81.2167642,34.053482,USGS,"LAKE MURRAY TAILRACE NEAR COLUMBIA, SC"
176,7349374,-93.627121,32.43904276,USGS,"Flat River near Curtis, LA"
177,8016600,-93.2796389,30.501361100000004,USGS,"Hickory Branch nr Kernan, LA"
178,8028000,-93.3529438,30.95297038,USGS,"Bayou Anacoco near Rosepine, LA"
179,8017300,-96.2533118,32.89790085,USGS,"S Fk Sabine Rv nr Quinlan, TX"
180,1086000,-71.73229959999998,43.25091159,USGS,"WARNER RIVER AT DAVISVILLE, NH"
181,2092500,-77.46138889,35.06416667,USGS,"TRENT RIVER NEAR TRENTON, NC"
182,2300500,-82.3525925,27.67114344,USGS,"LITTLE MANATEE RIVER AT US 301 NEAR WIMAUMA, FL"
183,8168932,-98.1334417,29.708961100000003,USGS,"Comal Rv (nc) nr Landa Lk, New Braunfels, TX"
184,1434498,-74.57438889,41.92041667,USGS,WEST BRANCH NEVERSINK RIVER AT CLARYVILLE NY
185,1029500,-68.5894444,45.73027778,USGS,"East Branch Penobscot River at Grindstone, Maine"
186,4232050,-77.527,43.12802778,USGS,ALLEN CREEK NEAR ROCHESTER NY
187,2423500,-86.8130446,33.36344373,USGS,CAHABA RIVER NEAR ACTON AL
188,8063040,-96.9065194,32.05466944,USGS,"Richland Ck at Hwy 22 nr Mertens, TX"
189,1105608,-70.92638889,42.21305556,USGS,"WHITMANS POND FISH LADDER AT EAST WEYMOUTH, MA"
190,8129300,-100.6403767,31.33016396,USGS,"Spring Ck abv Tankersley, TX"
191,1017550,-67.9530556,46.62805556,USGS,"Williams Brook at Phair, Maine"
192,4240010,-76.16199999999998,43.05744444,USGS,"ONONDAGA CREEK AT SPENCER STREET, SYRACUSE NY"
193,1550000,-77.0330238,41.41813179,USGS,"Lycoming Creek near Trout Run, PA"
194,2255600,-81.4614637,27.20921499,USGS,"FISHEATING CREEK NEAR LAKE PLACID,FL"
195,1536000,-75.744359,41.35924619,USGS,"Lackawanna River at Old Forge, PA"
196,2338523,-85.22672220000003,33.3407222,USGS,"HILLABAHATCHEE CREEK AT THAXTON RD, NR FRANKLIN,GA"
197,1438500,-74.79527778,41.30916667,USGS,Delaware River at Montague NJ
198,8196000,-99.7814452,29.50467576,USGS,"Dry Frio Rv nr Reagan Wells, TX"
199,2030000,-78.4552862,37.81264259,USGS,"HARDWARE RIVER BL BRIERY RUN NR SCOTTSVILLE, VA"
200,8185000,-98.3111242,29.594116600000003,USGS,"Cibolo Ck at Selma, TX"
201,1049320,-69.7716667,44.31861110000001,USGS,"Kennebec River at Calumet Bridge at Augusta, Maine"
202,1446775,-75.26517829999997,40.7489862,USGS,"Bushkill Creek ab Rt 33 bridge at Tatamy, PA"
203,1209700,-73.4195444,41.16376667,USGS,"NORWALK RIVER AT SOUTH WILTON, CT"
204,8136000,-100.4106474,31.454606,USGS,"Concho Rv at San Angelo, TX"
205,4270200,-74.5569444,44.94,USGS,LITTLE SALMON RIVER AT BOMBAY NY
206,8117995,-101.2854044,32.6287208,USGS,"Colorado Rv nr Gail, TX"
207,8188590,-96.7814278,28.50548889,USGS,"North end of GBRA Calhoun Canal nr Long Mott,TX"
208,1665500,-78.340007,38.28068606,USGS,"RAPIDAN RIVER NEAR RUCKERSVILLE, VA"
209,21727610,-81.2089167,33.47366667,USGS,"ROCKY SWAMP CREEK NEAR NORWAY, SC"
210,8192000,-99.8947822,29.12385307,USGS,"Nueces Rv bl Uvalde, TX"
211,1110500,-71.65201138,42.15370688,USGS,"BLACKSTONE RIVER AT NORTHBRIDGE, MA"
212,1460860,-74.9916667,40.51694444,USGS,Lockatong Creek at Route 12 at Baptistown NJ
213,2310700,-82.61787790000002,28.78526096,USGS,HOMOSASSA R AT HOMOSASSA FL
214,2169000,-81.08787170000002,34.01404160000001,USGS,"SALUDA RIVER NEAR COLUMBIA, SC"
215,1188090,-72.8870417,41.7555472,USGS,"FARMINGTON RIVER AT UNIONVILLE, CT"
216,1589300,-76.7331944,39.34588889,USGS,"GWYNNS FALLS AT VILLA NOVA, MD"
217,7344450,-93.9724054,32.51681896,USGS,"Paw Paw Bayou near Greenwood, LA"
218,11230695,-72.0462444,41.57000278,USGS,"SHETUCKET RIVER AT TAFTVILLE, CT"
219,1349150,-74.6028611,42.87627778,USGS,CANAJOHARIE CREEK NEAR CANAJOHARIE NY
220,1398500,-74.6361111,40.7083333,USGS,North Branch Raritan River near Far Hills NJ
221,2211800,-83.8702222,33.115,USGS,"TOWALIGA RIVER AT GA 83 NEAR JULIETTE, GA"
222,2344350,-84.38472220000001,33.41555556,USGS,"FLINT RIVER NEAR LOVEJOY, GA"
223,2399500,-85.7538552,34.17676229999999,USGS,COOSA RIVER AT LEESBURG AL
224,2085039,-78.9780833,36.05941667,USGS,ENO RIVER AT COLE MILL RD NR HUCKLEBERRY SPRING
225,2319000,-83.2595906,30.59548716,USGS,"WITHLACOOCHEE RIVER NEAR PINETTA, FLA."
226,1470761,-75.93969440000002,40.42852778,USGS,"Maiden Creek at Berkley, PA"
227,2472980,-89.306,31.34925,USGS,"BOUIE RIVER AT GLENDALE AVENUE AT HATTIESBURG, MS"
228,7312200,-98.9050666,33.90592785,USGS,"Beaver Ck nr Electra, TX"
229,8020000,-94.9602175,32.52708909,USGS,"Sabine Rv nr Gladewater, TX"
230,1510000,-75.89972220000001,42.5411111,USGS,OTSELIC RIVER AT CINCINNATUS NY
231,8117403,-96.0682917,29.4009722,USGS,"West Bernard Ck at US 59 nr Hungerford, TX"
232,2480002,-88.27639549999998,30.7260225,USGS,"HAMILTON CREEK AT SNOW ROAD NEAR SEMMES, AL."
233,2293090,-81.8086667,26.71571667,USGS,"Popash Creek at Leetana Rd. nr North Fort Myers,FL"
234,1337005,-75.3057222,43.2078611,USGS,NINEMILE CREEK NEAR STITTVILLE NY
235,1573684,-76.55452778,40.22519444,USGS,"Little Conewago Crk, Gingrich Rd at Upper Lawn PA"
236,1573849,-77.1546111,39.9802222,USGS,"Bermudian Creek at Oxford Road nr Heidlersburg, PA"
237,1393450,-74.2219444,40.675,USGS,Elizabeth River at Ursino Lake at Elizabeth NJ
238,2335580,-84.2187222,34.15591667,USGS,"BIG CREEK AT GA 9, NEAR CUMMING, GA"
239,1115183,-71.58478570000003,41.79759966,USGS,"QUONOPAUG BK AT RT 116 NR NORTH SCITUATE, RI"
240,301141089320300,-89.5341667,30.1947222,USGS,"EAST PEARL RIVER AT CSX RAILROAD NR CLAIBORNE, MS"
241,1422747,-75.1219167,42.17266667,USGS,EAST BROOK EAST OF WALTON NY
242,8171400,-97.8423833,29.832286100000005,USGS,"San Marcos Rv nr Martindale, TX"
243,8185500,-98.0533333,29.2797222,USGS,"Cibolo Ck at Sutherland Springs, TX"
244,3451500,-82.5780556,35.60888889,USGS,"FRENCH BROAD RIVER AT ASHEVILLE, NC"
245,2326900,-84.14825079999999,30.2714311,USGS,"ST. MARKS RIVER NEAR NEWPORT, FLA."
246,1472620,-75.2343416,40.40399276,USGS,"East Branch Perkiomen Creek near Dublin, PA"
247,2209360,-83.77025,33.50725,USGS,"EAST BEAR CREEK AT POPLAR ROAD, NR MANSFIELD, GA"
248,2357000,-84.7393056,31.04008333,USGS,"SPRING CREEK NEAR IRON CITY, GA"
249,3039035,-79.58111109999999,40.71666667,USGS,"Allegheny River at Lock & Dam 6 at Clinton, PA"
250,2330100,-84.92769349,30.426585,USGS,"TELOGIA CREEK NR BRISTOL, FLA."
251,2367900,-86.55939670000002,30.92518288,USGS,"YELLOW RIVER NR OAK GROVE, FLA."
252,2452505,-87.0702788,33.82121589,USGS,"SIPSEY FORK AT SIPSEY, ALA"
253,7381600,-91.2119368,29.69281939,USGS,"Lower Atchafalaya River at Morgan City, LA"
254,1645704,-77.3324293,38.88469518,USGS,"DIFFICULT RUN ABOVE FOX LAKE NEAR FAIRFAX, VA"
255,1033000,-69.1122222,45.27,USGS,"Sebec River at Sebec, Maine"
256,2146000,-80.97396579999999,34.98486935,USGS,"CATAWBA RIVER NEAR ROCK HILL, SC"
257,2458600,-86.9258266,33.5481615,USGS,"VILLAGE CREEK NEAR DOCENA, ALABAMA"
258,8183900,-98.7094694,29.77498889,USGS,"Cibolo Ck nr Boerne, TX"
259,2428400,-87.55054799999998,31.61515849,USGS,ALABAMA RIVER AT CLAIBORNE L&D NEAR MONROEVILLE
260,50011180,-67.11531139,18.472638,USGS,"CANAL DE AGUADILLA ABV LAGO RAMEY, AGUADILLA PR"
261,2294161,-81.7955556,27.92444444,USGS,PEACE CREEK NEAR BARTOW FL
262,1350212,-74.44113889,42.47263889,USGS,SCHOHARIE CREEK NEAR NORTH BLENHEIM NY
263,1105870,-70.7336491,41.9909362,USGS,"JONES RIVER AT KINGSTON, MA"
264,357526200,-86.512212,34.70481325,USGS,"BIG COVE CREEK AT DUG HILL ROAD NR HUNTSVILLE, AL."
265,2423397,-86.56248470000001,33.53454886,USGS,"LITTLE CAHABA RIVER BELOW LEEDS, AL."
266,2465493,-87.6222295,32.99734636,USGS,ELLIOTTS CREEK AT MOUNDVILLE AL
267,8458980,-99.5147722,27.58387778,USGS,"Manadas Ck Trib at Bristol Rd nr Laredo, TX"
268,8116400,-95.7468942,29.51190593,USGS,"Dry Ck nr Rosenberg, TX"
269,204382800,-76.3425,36.42138889,USGS,"PASQUOTANK RIVER NEAR SOUTH MILLS, NC"
270,8158000,-97.6800556,30.24613889,USGS,"Colorado Rv at Austin, TX"
271,50031000,-66.40961487,18.29745293,USGS,"RIO GRANDE DE MANATI AT HWY 155 NR MOROVIS, PR"
272,2378170,-87.65276300000002,30.3882541,USGS,"WOLF CREEK BELOW FOLEY, ALA"
273,7376500,-90.545924,30.50435795,USGS,"Natalbany River at Baptist, LA"
274,1531000,-76.63472220000001,42.0022222,USGS,CHEMUNG RIVER AT CHEMUNG NY
275,1643590,-77.5359167,39.1676111,USGS,"LIMESTONE BRANCH NEAR LEESBURG, VA"
276,1644148,-77.47125,39.09863889,USGS,"POTOMAC RIVER AT EDWARDS FERRY NEAR POOLESVILLE,MD"
277,2045500,-77.39969959999998,36.90014978,USGS,"NOTTOWAY RIVER NEAR STONY CREEK, VA"
278,1184490,-72.5497,41.9138972,USGS,"BROAD BROOK AT BROAD BROOK, CT"
279,1464720,-75.20378458,40.28816188,USGS,"NB Neshaminy Creek at Chalfont, PA"
