serial_nr,stationid,lon,lat,site,stationname
49,02172558,-81.41027779999999,33.52027778,USGS,"SOUTH FORK EDISTO RIVER ABOVE SPRINGFIELD, SC"
50,08074800,-95.56216640000001,29.65662136,USGS,"Keegans Bayou at Roark Rd nr Houston, TX"
51,02045500,-77.39969959999999,36.90014978,USGS,"NOTTOWAY RIVER NEAR STONY CREEK, VA"
52,50144000,-67.0505845,18.28217419,USGS,"RIO GRANDE DE ANASCO NR SAN SEBASTIAN, PR"
53,02053200,-77.0255556,36.3708333,USGS,"POTECASI CREEK NEAR UNION, NC"
54,02266292,-81.6051944,28.42688889,USGS,"LATERAL 405 BL S405A NR DR PHILLIPS, FL"
55,08057000,-96.8219464,32.7748517,USGS,"Trinity Rv at Dallas, TX"
56,02481521,-89.20638890000001,30.393361100000003,USGS,"WOLF RIVER AT BELLE FERRY ROAD NEAR LONG BEACH, MS"
57,0211139110,-81.2233333,36.1361111,USGS,"YADKIN RIVER BL W KERR SCOTT DAM NEAR BUCK, NC"
58,50075000,-65.7854406,18.27523254,USGS,"RIO ICACOS NR NAGUABO, PR"
59,01396000,-74.2997222,40.6058333,USGS,Robinsons Branch at Rahway NJ
60,02301150,-82.07427779999999,27.72930556,USGS,SOUTH PRONG ALAFIA RIVER NEAR FT LONESOME FL
61,01196561,-72.77949170000001,41.4356083,USGS,"MUDDY RIVER NEAR EAST WALLINGFORD, CT"
62,02237010,-81.87230109,28.643328999999998,USGS,"PALATLAKAHA R AT STRUCTURE M-6 NR MASCOTTE, FL"
63,0214267602,-80.9864083,35.33400556,USGS,"CATAWBA RIVER DNSTRM DECK MTN IS DAM NR MTN IS, NC"
64,02196487,-82.1044611,33.53448889,USGS,"REED CREEK AT BLUE RIDGE DRIVE NEAR MARTINEZ, GA"
65,02298760,-82.3475833,27.338472200000002,USGS,HOWARD CREEK NEAR SARASOTA FL
66,03079000,-79.2288333,39.85991667,USGS,"Casselman River at Markleton, PA"
67,01581649,-76.2591111,39.49219444,USGS,"JAMES RUN NEAR BELCAMP, MD"
68,01081500,-71.6528543,43.42285456,USGS,"MERRIMACK RIVER AT FRANKLIN JUNCTION, NH"
69,01585100,-76.4460556,39.37077778,USGS,"WHITEMARSH RUN AT WHITE MARSH, MD"
70,07343450,-94.6980556,33.30944444,USGS,"Sulphur Rv at IH 30 nr Dalby Springs, TX"
71,03550000,-83.9805556,35.13888889,USGS,"VALLEY RIVER AT TOMOTLA, NC"
72,07373700,-91.2855833,30.747361100000003,USGS,"Thompson Ck nr Starhill, LA"
73,021677090,-81.71975,34.0726111,USGS,"BIG CREEK AT BIG CREEK RD NEAR SALUDA, SC"
74,01365000,-74.4872222,41.86638889,USGS,RONDOUT CREEK NEAR LOWES CORNERS NY
75,03544970,-83.7223056,34.8836111,USGS,"HIWASSEE RIVER AT RIVERSIDE DR, NR HIAWASSEE, GA"
76,08176500,-97.0130429,28.7930456,USGS,"Guadalupe Rv at Victoria, TX"
77,01461500,-74.9794444,40.40277778,USGS,Delaware River at Stockton NJ
78,07375170,-90.08452159999999,30.49963635,USGS,"Bogue Falaya at Covington, LA"
79,07288048,-90.7001944,34.2092222,USGS,"RICHIES BAYOU AT SHERARD, MS"
80,08086212,-99.14062990000001,32.73289717,USGS,"Hubbard Ck bl Albany, TX"
81,01573160,-76.56188889,40.342611100000006,USGS,"Quittapahilla Creek near Bellegrove, PA"
82,02238000,-81.78368940000001,28.87082178,USGS,"HAYNES CREEK AT LISBON, FL"
83,02126000,-80.1657722,35.1569972,USGS,"ROCKY RIVER NEAR NORWOOD, NC"
84,02052000,-77.54053640000001,36.69014954,USGS,"MEHERRIN RIVER AT EMPORIA, VA"
85,02172002,-79.97491670000001,33.21491667,USGS,"LAKE MOULTRIE TAILRACE CANAL AT MONCKS CORNER, SC"
86,01092000,-71.4634002,42.9481405,USGS,"MERRIMACK R NR GOFFS FALLS, BELOW MANCHESTER, NH"
87,01357500,-73.70777778,42.78538889,USGS,MOHAWK RIVER AT COHOES NY
88,02135517,-80.3517476,33.875714,USGS,"POCOTALIGO RIVER AT SUMTER, SC"
89,02204037,-84.1511667,33.66819444,USGS,"POLE BRIDGE CR AT EVANS MILL RD NEAR LITHONIA, GA"
90,02234308,-81.32463889,28.6315,USGS,"HOWELL CREEK NEAR ALTAMONTE SPRINGS, FL"
91,0142400103,-75.2794444,42.1735833,USGS,TROUT CREEK NEAR TROUT CREEK NY
92,02128000,-79.83138889,35.387222200000004,USGS,"LITTLE RIVER NEAR STAR, NC"
93,03478400,-82.13374250000001,36.63177439,USGS,"BEAVER CREEK AT BRISTOL, VA"
94,02437000,-88.55111109999999,33.98555556,USGS,"TOMBIGBEE RIVER NR AMORY, MS"
95,02201000,-82.6098056,32.97566667,USGS,"WILLIAMSON SWAMP CREEK AT DAVISBORO, GA"
96,02011460,-79.76866328,38.24540129,USGS,"BACK CREEK NEAR SUNRISE, VA"
97,08194000,-99.2400322,28.42637889,USGS,"Nueces Rv at Cotulla, TX"
98,03076500,-79.40830559999999,39.653611100000006,USGS,"YOUGHIOGHENY RIVER AT FRIENDSVILLE, MD"
99,04232200,-76.84391670000001,42.32827778,USGS,CATHARINE CR AT MONTOUR FALLS NY
100,08205500,-99.1447556,28.73664429,USGS,"Frio Rv nr Derby, TX"
101,02162550,-82.4586667,34.7793611,USGS,"SALUDA RIVER ABOVE I-85 NR GOLDEN GROVE, SC"
102,01661050,-76.725,38.33330556,USGS,"ST CLEMENTS CREEK NEAR CLEMENTS, MD"
103,02198000,-81.6506667,32.93333333,USGS,"BRIER CREEK AT MILLHAVEN, GA"
104,02335880,-84.4430278,33.9019722,USGS,"CHATT R AT POWERS FY AND I-285 NR ATLANTA, GA"
105,07365750,-92.5531111,32.69466667,USGS,"Bayou D'Arbonne at Hwy 151 E of Dubach, LA"
106,02300017,-82.39738889,27.57577778,USGS,GAMBLE CREEK AT COUNTY ROAD 675 NEAR PARRISH FL
107,08106350,-97.0138754,30.76074836,USGS,"Little Rv nr Rockdale, TX"
108,02055080,-79.9154444,37.26419444,USGS,"ROANOKE RIVER AT THIRTEENTH ST BR AT ROANOKE, VA"
109,03012550,-79.01198459999999,41.84144917,USGS,"Allegheny River at Kinzua Dam, PA"
110,02146315,-80.9219444,35.20666667,USGS,"TAGGART CREEK AT WEST BOULEVARD NR CHARLOTTE, NC"
111,08067548,-95.675224,30.6460298,USGS,"W Fk San Jacinto Rv nr Huntsville, TX"
112,08184050,-98.4076833,29.74826667,USGS,"Cibolo Ck at Smithson Valley Rd nr Bulverde, TX"
113,03049500,-79.7183667,40.6152958,USGS,"Allegheny River at Natrona, PA"
114,02152100,-81.68222220000001,35.49305556,USGS,"FIRST BROAD RIVER NEAR CASAR, NC"
115,01407705,-74.07,40.1986111,USGS,Shark River near Neptune City NJ
116,01516350,-77.0802457,41.7970183,USGS,"Tioga River near Mansfield, PA"
117,01493000,-75.8615,39.24994444,USGS,"UNICORN BRANCH NEAR MILLINGTON, MD"
118,02291597,-81.7934444,26.42875,USGS,"SOUTH BRANCH ESTERO RIVER AT ESTERO, FL"
119,02458450,-86.87915840000001,33.5176059,USGS,"VILLAGE CREEK AT AVENUE W AT ENSLEY, AL"
120,08014800,-93.23016190000001,30.81880557,USGS,"Bundick Creek near DeRidder, LA"
121,01100500,-71.15313889,42.7048333,USGS,"MERRIMACK RIVER AT LAWRENCE, MA"
122,02198920,-81.1549167,32.16533333,USGS,"SAVANNAH RIVER AT GA 25, AT PORT WENTWORTH, GA"
123,02362240,-85.9582737,31.27239318,USGS,"LITTLE DOUBLE BRIDGES CREEK NR ENTERPRISE, AL."
124,04218700,-77.65011109999999,43.1256111,USGS,ERIE(BARGE)CANAL(W OF GENESEE R)AT ROCHESTER NY
125,01669000,-76.900521,37.87708189999999,USGS,"PISCATAWAY CREEK NEAR TAPPAHANNOCK, VA"
126,02147403,-80.9273011,34.636810499999996,USGS,"FISHING CREEK BELOW FORT LAWN, SC"
127,08010050,-92.5427778,30.3329722,USGS,"Bayou Des Cannes west of Iota, LA"
128,02196670,-81.96338889,33.4793333,USGS,"SAVANNAH RIVER JEFFERSON DAVIS BR, AT AUGUSTA, GA"
129,01387000,-74.2930556,41.04416667,USGS,Wanaque River at Wanaque NJ
130,03529500,-82.7754387,36.86898536,USGS,"POWELL RIVER AT BIG STONE GAP, VA"
131,02105769,-78.29361109999999,34.40444444,USGS,"CAPE FEAR R AT LOCK 1 NR KELLY, NC"
132,03456100,-82.9,35.46388889,USGS,"WEST FORK PIGEON RIVER AT BETHEL, NC"
133,03075070,-79.9011517,40.26224454,USGS,"Monongahela River at Elizabeth, PA"
134,50115240,-66.62112579,18.04158904,USGS,RIO PORTUGUES AT PARQUE CEREMONIAL TIBES NR PONCE
135,01557500,-78.23362439,40.683673299999995,USGS,"Bald Eagle Creek at Tyrone, PA"
136,02047783,-76.81995939,36.90653868,USGS,"BLACKWATER RIVER AT ROUTE 620 NEAR ZUNI, VA"
137,08171400,-97.8423833,29.832286100000005,USGS,"San Marcos Rv nr Martindale, TX"
138,01520000,-77.1399724,41.99674048,USGS,"Cowanesque River near Lawrenceville, PA"
139,02252500,-80.42005169,27.69308613,USGS,"NORTH CANAL NEAR VERO BEACH, FL"
140,01581750,-76.36883329999999,39.51552778,USGS,"WINTERS RUN NEAR BEL AIR, MD"
141,01619000,-77.60663889,39.71625,USGS,"ANTIETAM CREEK NEAR WAYNESBORO, PA"
142,02234500,-81.32423229999999,28.83804694,USGS,"ST. JOHNS RIVER NEAR SANFORD, FL"
143,08019000,-95.4630094,32.76318386,USGS,"Lake Fk Ck nr Quitman, TX"
144,02329000,-84.38407149999999,30.55408644,USGS,"OCHLOCKONEE RIVER NR HAVANA, FLA."
145,03063000,-79.9114316,39.72697315,USGS,"Monongahela R L&D8 (Lower Pool) @ Point Marion, PA"
146,02328522,-84.30518070000001,30.6690846,USGS,"OCHLOCKONEE RIVER NR CONCORD, FLA."
147,02423800,-86.95276899,33.0576205,USGS,LITTLE CAHABA RIVER NEAR BRIERFIELD AL
148,08143600,-98.74060300000001,31.517386100000003,USGS,"Pecan Bayou nr Mullin, TX"
149,01104500,-71.2336668,42.37231857,USGS,"CHARLES RIVER AT WALTHAM, MA"
150,02389050,-84.0647222,34.37944444,USGS,"ETOWAH RIVER 0.2 MI DS GA 53, NR DAWSONVILLE, GA"
151,08110520,-96.2155944,31.24730278,USGS,"Brushy Ck at SH 7 nr Marquez, TX"
152,07353820,-93.1091944,31.728472200000002,USGS,"Old River at Hwy 1 nr Natchitoches, LA"
153,02387010,-84.9171944,34.62925,USGS,"CONASAUGA RIVER AT SLOAN BRIDGE, BELOW DALTON, GA"
154,073802273,-90.89954250000001,30.2274186,USGS,"Bayou Francois at Hwy 61 Near Gonzales, LA"
155,03031624,-78.7638861,41.1254972,USGS,"Sandy Lick Creek at Dubois, PA"
156,08166200,-99.163375,30.053265999999997,USGS,"Guadalupe Rv at Kerrville, TX"
157,07380200,-90.7792616,30.2754733,USGS,"Amite River near French Settlement, LA"
158,02353000,-84.33888889,31.30694444,USGS,"FLINT RIVER AT NEWTON, GA"
159,01436690,-74.61688889,41.63805556,USGS,NEVERSINK RIVER AT BRIDGEVILLE NY
160,50067000,-65.7306179,18.32896945,USGS,"RIO SABANA AT SABANA, PR"
161,02212600,-83.72316670000001,33.10030556,USGS,"FALLING CREEK NEAR JULIETTE, GA"
162,04282780,-73.22845688,44.24922015,USGS,"LEWIS CREEK AT NORTH FERRISBURG, VT"
163,02379500,-84.4588056,34.68413889,USGS,"CARTECAY RIVER NEAR ELLIJAY, GA"
164,01548005,-77.54943419,41.0808995,USGS,"Bald Eagle Creek near Beech Creek Station, PA"
165,01402500,-74.5875,40.50277778,USGS,Millstone River at Millstone NJ
166,02209360,-83.77025,33.50725,USGS,"EAST BEAR CREEK AT POPLAR ROAD, NR MANSFIELD, GA"
167,02234324,-81.2645109,28.64777587,USGS,"HOWELL CREEK NEAR SLAVIA, FL"
168,02475500,-88.9091667,32.326111100000006,USGS,"CHUNKY RIVER NR CHUNKY, MS"
169,03075500,-79.42363889,39.4215833,USGS,"YOUGHIOGHENY RIVER NEAR OAKLAND, MD"
170,03508050,-83.14388889,35.28777778,USGS,"TUCKASEGEE RIVER AT SR 1172 NR CULLOWHEE, NC"
171,08066850,-94.86901390000001,30.21041667,USGS,"Luce Bayou ITP Canal at Capers Ridge nr Hardin, TX"
172,02110725,-79.0047569,33.6871151,USGS,"AIW AT HIGHWAY 544 AT SOCASTEE, SC"
173,08185065,-98.18625,29.50144444,USGS,"Cibolo Ck nr Saint Hedwig, TX"
174,07379050,-91.1034382,30.404913899999997,USGS,"Ward Creek at Essen Lane near Baton Rouge, LA"
175,01421610,-74.66888889,42.37138889,USGS,WEST BRANCH DELAWARE RIVER AT HOBART NY
176,02148000,-80.6539697,34.24459385,USGS,"WATEREE RIVER NR. CAMDEN, SC"
177,01536000,-75.744359,41.35924619,USGS,"Lackawanna River at Old Forge, PA"
178,02264051,-81.515,28.37444444,USGS,"BLACK LK OUTLET AT S-101A, AT LAKE BUENA VISTA, FL"
179,07346450,-93.9938889,32.958611100000006,USGS,"Black Bayou at Rodessa, LA"
180,03475000,-81.8187334,36.7131694,USGS,"M F HOLSTON RIVER NEAR MEADOWVIEW, VA"
181,50093078,-66.1009986,17.98052185,USGS,"CANAL DE PATILLAS BLW GUAYAMA FILTRATION PLANT, PR"
182,02298123,-81.7845267,27.05199986,USGS,PRAIRIE CREEK NEAR FORT OGDEN FL
183,08064570,-96.0471667,31.96708333,USGS,"Trinity Rv at Hwy 287 nr Cayuga, TX"
184,01168250,-73.0301667,42.66669444,USGS,"COLD RIVER AT FLORIDA, MA"
185,02246804,-81.59688889,30.45494167,USGS,"DUNN CREEK AT DUNN CREEK RD NR EASTPORT, FL"
186,02423130,-86.59943100000001,33.62232504,USGS,"CAHABA RIVER AT TRUSSVILLE, AL."
187,08201500,-99.4030997,29.573284,USGS,"Seco Ck at Miller Rh nr Utopia, TX"
188,01381500,-74.4569444,40.8072222,USGS,Whippany River at Morristown NJ
189,07380401,-91.0059332,30.09658793,USGS,"Bayou Lafourche SW of Donaldsonville, LA"
190,08197500,-99.6744978,29.2457934,USGS,"Frio Rv bl Dry Frio Rv nr Uvalde, TX"
191,08158000,-97.6800556,30.24613889,USGS,"Colorado Rv at Austin, TX"
192,01414000,-74.69555559999999,42.13305556,USGS,PLATTE KILL AT DUNRAVEN NY
193,0210433959,-78.9748306,35.12713056,USGS,"BEAVER CREEK AT GRUBER ROAD AT FORT BRAGG, NC"
194,02206100,-84.0983333,33.91416667,USGS,"SWEETWATER CREEK AT US 29, NEAR LUXOMNI, GA"
195,07346000,-94.49881020000001,32.74958345,USGS,"Big Cypress Bayou nr Jefferson, TX"
196,02395980,-85.11694440000001,34.232111100000004,USGS,"ETOWAH RIVER AT GA 1 LOOP, NEAR ROME, GA"
197,01410820,-74.9133333,39.66916667,USGS,Great Egg Harbor River near Blue Anchor NJ
198,02388985,-84.05666670000001,34.398611100000004,USGS,"RUSSELL CRK 0.3 MI DS HEAD LAKE NR DAWSONVILLE, GA"
199,021624101,-82.52511109999999,34.9390833,USGS,"SALUDA RIVER AT HUNTS BRIDGE RD NR DACUSVILLE, SC"
200,08169500,-98.10667480000001,29.69800265,USGS,"Guadalupe Rv at New Braunfels, TX"
201,01451630,-75.4968056,40.5875,USGS,"Cedar Creek at Mouth near Allentown, PA"
202,08117858,-95.71122779999999,28.95151389,USGS,"Linnville Bayou at FM 521 nr Cedar Lane, TX"
203,08117403,-96.0682917,29.400972200000002,USGS,"West Bernard Ck at US 59 nr Hungerford, TX"
204,08212300,-97.86749820000001,27.52614624,USGS,"Tranquitas Ck at Kingsville, TX"
205,08164370,-96.7444227,29.135532799999996,USGS,"Navidad Rv at Morales, TX"
206,03177710,-81.3048227,37.27150554,USGS,"BLUESTONE RIVER AT FALLS MILLS, VA"
207,50071000,-65.693434,18.29696026,USGS,"RIO FAJARDO NR FAJARDO, PR"
208,03042280,-79.10336640000001,40.57256726,USGS,"Yellow Creek near Homer City, PA"
209,02081028,-77.2025,35.9475,USGS,"ROANOKE RIVER AT HAMILTON, NC"
210,01053500,-71.12861109999999,44.7825,USGS,"Androscoggin River at Errol, NH"
211,01516500,-77.0146877,41.79090746,USGS,"Corey Creek near Mainesburg, PA"
212,0212378405,-80.0618056,35.20066667,USGS,"PEE DEE R AT HWY731 BL LK TILLERY NR NORWOOD, NC"
213,0321357157,-82.00013609999999,37.3857583,USGS,"KNOX CREEK BELOW STRAIGHT FORK AT BLACKEY, VA"
214,021320550,-79.6566667,33.92,USGS,"LYNCHES RIVER AT US378 NR LAKE CITY, SC"
215,01644280,-77.43238889,39.04641667,USGS,"BROAD RUN NEAR LEESBURG, VA"
216,07312580,-98.4598056,33.93105556,USGS,"Wichita Rv at River Rd, Wichita Falls, TX"
217,02476600,-88.75361109999999,32.29833333,USGS,"OKATIBBEE CREEK AT ARUNDEL, MS"
218,50021700,-66.7219104,18.24220775,USGS,"RIO GRANDE DE ARECIBO ABV UTUADO, PR"
219,0210166029,-79.5275,35.80694444,USGS,"ROCKY R AT SR1300 NR CRUTCHFIELD CROSSROADS, NC"
220,0214678175,-80.95361109999999,35.105,USGS,"STEELE CREEK AT SR1441 NR PINEVILLE, NC"
221,01644372,-77.24936109999999,39.2227222,USGS,"LITTLE SENECA CREEK TRIBUTARY AT BRINK, MD"
222,02203950,-84.22036109999999,33.7632222,USGS,"SNAPFINGER CREEK NEAR DECATUR, GA"
223,02310740,-82.5956566,28.890534999999996,USGS,SARAGASSA CANAL AT CRYSTAL RIVER FL
224,01170000,-72.65342328,42.53591957,USGS,"DEERFIELD RIVER NEAR WEST DEERFIELD, MA"
225,02266550,-81.4409055,28.15001585,USGS,"REEDY CREEK AT STATE HWY 531 NEAR POINSIANNA, FL"
226,01549700,-77.32414028,41.273683,USGS,"Pine Creek bl L Pine Creek near Waterville, PA"
227,01374821,-73.65563889,41.3271111,USGS,TITICUS RIVER AT PURDYS STATION NY
228,03010720,-78.34236109999999,42.03630556,USGS,DODGE CREEK AT PORTVILLE NY
229,01478245,-75.77083329999999,39.7475,USGS,"White Clay Creek near Strickersville, PA"
230,07381324,-90.7153674,29.38299869,USGS,"Bayou Grand Caillou at Dulac, LA"
231,01109403,-71.3503315,41.83093377,USGS,"TEN MILE R., PAWTUCKET AVE. AT E. PROVIDENCE, RI"
232,0214657975,-80.7133333,35.1586111,USGS,"IRVINS CREEK AT SR3168 NR CHARLOTTE, NC"
233,02142654,-80.8905556,35.40694444,USGS,"MCDOWELL CREEK NR HUNTERSVILLE, NC"
234,07344460,-93.9366667,32.56666667,USGS,"Shettleworth Bayou near Blanchard, LA"
235,04213075,-80.2911584,41.99195079,USGS,"Brandy Run near Girard, PA"
236,03209200,-82.32347869,37.24594307,USGS,"RUSSELL FORK AT BARTLICK, VA"
237,01334000,-73.25649809999999,42.91285604,USGS,"WALLOOMSAC RIVER NEAR NORTH BENNINGTON, VT"
238,04233286,-76.3944444,42.38138889,USGS,SIXMILE CREEK AT BROOKTONDALE NY
239,0208758850,-78.6922222,35.693611100000005,USGS,"SWIFT CREEK NEAR MCCULLARS CROSSROADS, NC"
240,08033900,-94.8232697,31.86017169,USGS,"E Fk Angelina Rv nr Cushing, TX"
241,07381454,-91.2158333,29.909111100000004,USGS,"Belle River at Hwy 70 near Pierre Part, LA"
242,03208950,-82.4387614,37.1239952,USGS,"CRANES NEST RIVER NEAR CLINTWOOD, VA"
243,01472199,-75.52240340000002,40.373987899999996,USGS,"West Branch Perkiomen Creek at Hillegass, PA"
244,04288000,-72.7426163,44.2772802,USGS,"MAD RIVER NEAR MORETOWN, VT"
245,01163200,-72.04091198,42.58842124,USGS,"OTTER RIVER AT OTTER RIVER, MA"
246,02226000,-81.8275,31.65466667,USGS,"ALTAMAHA RIVER AT DOCTORTOWN, GA"
247,01436000,-74.6355556,41.82,USGS,NEVERSINK RIVER AT NEVERSINK NY
248,02342850,-84.9059167,32.1527222,USGS,"HANNAHATCHEE CREEK AT UNION ROAD, AT UNION, GA"
249,07377500,-91.0439935,30.7565718,USGS,"Comite River near Olive Branch, LA"
250,08083235,-99.97618609999999,32.66191944,USGS,"Clear Fk Brazos Rv at FM 3116 nr Anson, TX"
251,07288580,-90.4387103,33.52957845,USGS,"QUIVER RIVER NR SUNFLOWER, MS"
252,02065500,-78.76361779999999,37.0793112,USGS,"CUB CREEK AT PHENIX, VA"
253,01593500,-76.85125,39.16775,USGS,"LITTLE PATUXENT RIVER AT GUILFORD, MD"
254,02136350,-79.26366170000001,33.36933396,USGS,"PEE DEE RIVER AT GEORGETOWN, SC"
255,01417000,-74.97627778,42.07502778,USGS,EAST BRANCH DELAWARE RIVER AT DOWNSVILLE NY
256,07368503,-91.5318333,32.75458333,USGS,"Big Colewa Bayou at Prince Rd nr Pioneer, LA"
257,08412500,-103.8315824,31.87262648,USGS,"Pecos Rv nr Orla, TX"
258,01374531,-73.6395833,41.37338889,USGS,EAST BRANCH CROTON RIVER NEAR CROTON FALLS NY
259,02146211,-80.83694440000001,35.26194444,USGS,"IRWIN CR AT STATESVILLE AVE AT CHARLOTTE, NC"
260,08061480,-96.47363890000001,32.95225,USGS,"Squabble Ck at Shores Blvd nr Rockwall, TX"
261,01544500,-77.82582509999999,41.4758994,USGS,"Kettle Creek at Cross Fork, PA"
262,02087358,-78.6000806,35.76025,USGS,"WALNUT CREEK AT ROSE LANE AT RALEIGH, NC"
263,01464907,-75.11961600000001,40.22927456,USGS,Little Neshaminy C at Valley Road nr Neshaminy PA
264,01545500,-77.74998690000001,41.32367797,USGS,"West Branch Susquehanna River at Renovo, PA"
265,02135501,-80.1315833,33.83388889,USGS,"BLACK RIVER AT I-95 NEAR MANNING, SC"
266,07288068,-90.6249444,34.07475,USGS,"HARRIS BAYOU AT PALMER RD EAST OF ALLIGATOR, MS"
267,08042800,-98.079,33.29333333,USGS,"W Fk Trinity Rv nr Jacksboro, TX"
268,08049300,-97.1400111,32.7884631,USGS,"W Fk Trinity Rv at Greenbelt Rd, Fort Worth, TX"
269,01386000,-74.3116667,41.0736111,USGS,West Brook near Wanaque NJ
270,08146000,-98.7194871,31.21322316,USGS,"San Saba Rv at San Saba, TX"
271,01054200,-70.97972220000001,44.39055556,USGS,"Wild River at Gilead, Maine"
272,07385702,-91.82900579999999,30.07075759,USGS,Bayou Teche below Keystone L&D nr St. Martinville
273,04218518,-78.7636944,42.97794444,USGS,ELLICOTT CREEK BELOW WILLIAMSVILLE NY
